filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
000486.jpg,175006,{},1,0,"{""name"":""rect"",""x"":33,""y"":171,""width"":502,""height"":54}",{}
000487.jpg,14877,{},1,0,"{""name"":""rect"",""x"":32,""y"":116,""width"":286,""height"":30}",{}
000488.jpg,166780,{},1,0,"{""name"":""rect"",""x"":28,""y"":172,""width"":434,""height"":40}",{}
000489.jpg,60894,{},1,0,"{""name"":""rect"",""x"":59,""y"":180,""width"":527,""height"":64}",{}
000490.jpg,36033,{},1,0,"{""name"":""rect"",""x"":54,""y"":170,""width"":402,""height"":42}",{}
000491.jpg,46044,{},1,0,"{""name"":""rect"",""x"":18,""y"":96,""width"":257,""height"":29}",{}
000492.jpg,18920,{},1,0,"{""name"":""rect"",""x"":29,""y"":127,""width"":333,""height"":36}",{}
000493.jpg,73801,{},1,0,"{""name"":""rect"",""x"":47,""y"":153,""width"":369,""height"":36}",{}
000494.jpg,224752,{},1,0,"{""name"":""rect"",""x"":73,""y"":168,""width"":388,""height"":41}",{}
000495.jpg,38228,{},1,0,"{""name"":""rect"",""x"":62,""y"":214,""width"":513,""height"":56}",{}
000496.jpg,273270,{},1,0,"{""name"":""rect"",""x"":40,""y"":173,""width"":416,""height"":43}",{}
000497.jpg,110009,{},1,0,"{""name"":""rect"",""x"":86,""y"":372,""width"":811,""height"":78}",{}
000498.jpg,60486,{},1,0,"{""name"":""rect"",""x"":90,""y"":243,""width"":430,""height"":52}",{}
000499.jpg,29075,{},1,0,"{""name"":""rect"",""x"":29,""y"":163,""width"":432,""height"":53}",{}
000500.jpg,48400,{},1,0,"{""name"":""rect"",""x"":48,""y"":186,""width"":426,""height"":41}",{}
000501.jpg,29264,{},1,0,"{""name"":""rect"",""x"":10,""y"":183,""width"":467,""height"":55}",{}
000502.jpg,20791,{},1,0,"{""name"":""rect"",""x"":20,""y"":115,""width"":283,""height"":34}",{}
000504.jpg,208148,{},1,0,"{""name"":""rect"",""x"":101,""y"":356,""width"":836,""height"":81}",{}
000505.jpg,509174,{},1,0,"{""name"":""rect"",""x"":73,""y"":350,""width"":881,""height"":103}",{}
000506.jpg,108035,{},1,0,"{""name"":""rect"",""x"":27,""y"":144,""width"":322,""height"":34}",{}
000507.jpg,67657,{},1,0,"{""name"":""rect"",""x"":80,""y"":187,""width"":454,""height"":48}",{}
000508.jpg,59480,{},1,0,"{""name"":""rect"",""x"":110,""y"":262,""width"":631,""height"":85}",{}
000509.jpg,181498,{},1,0,"{""name"":""rect"",""x"":64,""y"":181,""width"":431,""height"":44}",{}
000510.jpg,105625,{},1,0,"{""name"":""rect"",""x"":30,""y"":199,""width"":589,""height"":67}",{}
000511.jpg,57255,{},1,0,"{""name"":""rect"",""x"":86,""y"":271,""width"":643,""height"":65}",{}
000512.jpg,11717,{},1,0,"{""name"":""rect"",""x"":37,""y"":113,""width"":213,""height"":25}",{}
000513.jpg,105625,{},1,0,"{""name"":""rect"",""x"":27,""y"":213,""width"":596,""height"":63}",{}
000514.jpg,58004,{},1,0,"{""name"":""rect"",""x"":63,""y"":264,""width"":644,""height"":59}",{}
000515.jpg,32393,{},1,0,"{""name"":""rect"",""x"":45,""y"":166,""width"":433,""height"":54}",{}
000516.jpg,39954,{},1,0,"{""name"":""rect"",""x"":36,""y"":173,""width"":430,""height"":37}",{}
000517.jpg,105625,{},1,0,"{""name"":""rect"",""x"":17,""y"":208,""width"":602,""height"":74}",{}
000519.jpg,15736,{},1,0,"{""name"":""rect"",""x"":24,""y"":108,""width"":324,""height"":47}",{}
000520.jpg,14325,{},1,0,"{""name"":""rect"",""x"":30,""y"":100,""width"":321,""height"":66}",{}
000521.jpg,126649,{},1,0,"{""name"":""rect"",""x"":88,""y"":212,""width"":366,""height"":40}",{}
000522.jpg,12775,{},1,0,"{""name"":""rect"",""x"":28,""y"":115,""width"":303,""height"":34}",{}
000523.jpg,372297,{},1,0,"{""name"":""rect"",""x"":366,""y"":702,""width"":1734,""height"":214}",{}
000524.jpg,249816,{},1,0,"{""name"":""rect"",""x"":40,""y"":149,""width"":409,""height"":47}",{}
000525.jpg,56493,{},1,0,"{""name"":""rect"",""x"":11,""y"":177,""width"":445,""height"":49}",{}
000526.jpg,26119,{},1,0,"{""name"":""rect"",""x"":70,""y"":175,""width"":369,""height"":63}",{}
000527.jpg,105235,{},1,0,"{""name"":""rect"",""x"":25,""y"":136,""width"":340,""height"":33}",{}
000528.jpg,44324,{},1,0,"{""name"":""rect"",""x"":55,""y"":230,""width"":550,""height"":62}",{}
000529.jpg,245870,{},1,0,"{""name"":""rect"",""x"":24,""y"":144,""width"":386,""height"":40}",{}
000530.jpg,107591,{},1,0,"{""name"":""rect"",""x"":100,""y"":289,""width"":818,""height"":112}",{}
000531.jpg,30453,{},1,0,"{""name"":""rect"",""x"":28,""y"":166,""width"":426,""height"":49}",{}
000532.jpg,22146,{},1,0,"{""name"":""rect"",""x"":26,""y"":164,""width"":389,""height"":42}",{}
000533.jpg,16521,{},1,0,"{""name"":""rect"",""x"":36,""y"":134,""width"":410,""height"":67}",{}
000534.jpg,178146,{},1,0,"{""name"":""rect"",""x"":55,""y"":177,""width"":429,""height"":39}",{}
000535.jpg,31783,{},1,0,"{""name"":""rect"",""x"":40,""y"":158,""width"":291,""height"":55}",{}
000536.jpg,32393,{},1,0,"{""name"":""rect"",""x"":39,""y"":173,""width"":425,""height"":41}",{}
000537.jpg,65729,{},1,0,"{""name"":""rect"",""x"":63,""y"":388,""width"":1013,""height"":102}",{}
000538.jpg,38654,{},1,0,"{""name"":""rect"",""x"":47,""y"":224,""width"":553,""height"":46}",{}
000539.jpg,21302,{},1,0,"{""name"":""rect"",""x"":35,""y"":169,""width"":424,""height"":45}",{}
000540.jpg,25877,{},1,0,"{""name"":""rect"",""x"":66,""y"":128,""width"":365,""height"":50}",{}
000541.jpg,32036,{},1,0,"{""name"":""rect"",""x"":56,""y"":206,""width"":416,""height"":54}",{}
000542.jpg,105794,{},1,0,"{""name"":""rect"",""x"":41,""y"":203,""width"":510,""height"":58}",{}
000543.jpg,77642,{},1,0,"{""name"":""rect"",""x"":48,""y"":142,""width"":385,""height"":52}",{}
000544.jpg,15230,{},1,0,"{""name"":""rect"",""x"":37,""y"":107,""width"":249,""height"":33}",{}
000545.jpg,56993,{},1,0,"{""name"":""rect"",""x"":67,""y"":141,""width"":318,""height"":34}",{}
000546.jpg,31413,{},1,0,"{""name"":""rect"",""x"":37,""y"":182,""width"":449,""height"":39}",{}
000548.jpg,15057,{},1,0,"{""name"":""rect"",""x"":30,""y"":112,""width"":292,""height"":37}",{}
000549.jpg,14020,{},1,0,"{""name"":""rect"",""x"":27,""y"":112,""width"":294,""height"":36}",{}
000550.jpg,35639,{},1,0,"{""name"":""rect"",""x"":53,""y"":144,""width"":369,""height"":45}",{}
000551.jpg,255044,{},1,0,"{""name"":""rect"",""x"":52,""y"":191,""width"":469,""height"":59}",{}
000552.jpg,31446,{},1,0,"{""name"":""rect"",""x"":40,""y"":176,""width"":409,""height"":41}",{}
000553.jpg,404278,{},1,0,"{""name"":""rect"",""x"":402,""y"":698,""width"":1400,""height"":176}",{}
000554.jpg,23053,{},1,0,"{""name"":""rect"",""x"":63,""y"":162,""width"":375,""height"":34}",{}
000555.jpg,31645,{},1,0,"{""name"":""rect"",""x"":210,""y"":149,""width"":405,""height"":42}",{}
000556.jpg,24197,{},1,0,"{""name"":""rect"",""x"":40,""y"":148,""width"":360,""height"":33}",{}
000557.jpg,24197,{},1,0,"{""name"":""rect"",""x"":41,""y"":140,""width"":351,""height"":45}",{}
000558.jpg,203714,{},1,0,"{""name"":""rect"",""x"":100,""y"":361,""width"":850,""height"":81}",{}
000559.jpg,28168,{},1,0,"{""name"":""rect"",""x"":50,""y"":178,""width"":396,""height"":45}",{}
000560.jpg,27701,{},1,0,"{""name"":""rect"",""x"":44,""y"":171,""width"":423,""height"":40}",{}
000561.jpg,29669,{},1,0,"{""name"":""rect"",""x"":40,""y"":146,""width"":377,""height"":50}",{}
000562.jpg,29669,{},1,0,"{""name"":""rect"",""x"":42,""y"":141,""width"":360,""height"":53}",{}
000563.jpg,21302,{},1,0,"{""name"":""rect"",""x"":38,""y"":163,""width"":427,""height"":46}",{}
000564.jpg,16350,{},1,0,"{""name"":""rect"",""x"":57,""y"":227,""width"":390,""height"":48}",{}
000565.jpg,20236,{},1,0,"{""name"":""rect"",""x"":17,""y"":137,""width"":344,""height"":40}",{}
000566.jpg,360382,{},1,0,"{""name"":""rect"",""x"":359,""y"":701,""width"":1641,""height"":185}",{}
000567.jpg,92039,{},1,0,"{""name"":""rect"",""x"":30,""y"":210,""width"":550,""height"":62}",{}
000570.jpg,15373,{},1,0,"{""name"":""rect"",""x"":24,""y"":91,""width"":251,""height"":38}",{}
000571.jpg,33485,{},1,0,"{""name"":""rect"",""x"":28,""y"":132,""width"":339,""height"":28}",{}
000572.jpg,47751,{},1,0,"{""name"":""rect"",""x"":45,""y"":158,""width"":391,""height"":50}",{}
000573.jpg,47751,{},1,0,"{""name"":""rect"",""x"":49,""y"":160,""width"":396,""height"":45}",{}
000574.jpg,92264,{},1,0,"{""name"":""rect"",""x"":101,""y"":476,""width"":668,""height"":76}",{}
000575.jpg,27499,{},1,0,"{""name"":""rect"",""x"":122,""y"":250,""width"":407,""height"":73}",{}
000576.jpg,29057,{},1,0,"{""name"":""rect"",""x"":50,""y"":114,""width"":230,""height"":29}",{}
000578.jpg,17995,{},1,0,"{""name"":""rect"",""x"":24,""y"":124,""width"":259,""height"":34}",{}
000579.jpg,56364,{},1,0,"{""name"":""rect"",""x"":39,""y"":150,""width"":412,""height"":57}",{}
000580.jpg,65328,{},1,0,"{""name"":""rect"",""x"":101,""y"":270,""width"":547,""height"":89}",{}
000581.jpg,29000,{},1,0,"{""name"":""rect"",""x"":43,""y"":145,""width"":324,""height"":33}",{}
000582.jpg,37968,{},1,0,"{""name"":""rect"",""x"":56,""y"":204,""width"":549,""height"":69}",{}
000583.jpg,202972,{},1,0,"{""name"":""rect"",""x"":48,""y"":165,""width"":404,""height"":49}",{}
000584.jpg,31212,{},1,0,"{""name"":""rect"",""x"":36,""y"":151,""width"":387,""height"":54}",{}
000586.jpg,29739,{},1,0,"{""name"":""rect"",""x"":40,""y"":164,""width"":409,""height"":57}",{}
000587.jpg,110494,{},1,0,"{""name"":""rect"",""x"":40,""y"":257,""width"":670,""height"":58}",{}
000588.jpg,27516,{},1,0,"{""name"":""rect"",""x"":54,""y"":129,""width"":292,""height"":31}",{}
000589.jpg,360382,{},1,0,"{""name"":""rect"",""x"":371,""y"":723,""width"":1589,""height"":140}",{}
000590.jpg,28294,{},1,0,"{""name"":""rect"",""x"":123,""y"":179,""width"":283,""height"":33}",{}
000591.jpg,17875,{},1,0,"{""name"":""rect"",""x"":31,""y"":123,""width"":255,""height"":30}",{}
000592.jpg,181220,{},1,0,"{""name"":""rect"",""x"":84,""y"":304,""width"":726,""height"":73}",{}
000593.jpg,91466,{},1,0,"{""name"":""rect"",""x"":46,""y"":246,""width"":469,""height"":52}",{}
000594.jpg,21342,{},1,0,"{""name"":""rect"",""x"":84,""y"":160,""width"":291,""height"":35}",{}
000595.jpg,21342,{},1,0,"{""name"":""rect"",""x"":84,""y"":163,""width"":289,""height"":32}",{}
000596.jpg,32769,{},1,0,"{""name"":""rect"",""x"":34,""y"":173,""width"":439,""height"":49}",{}
000597.jpg,297691,{},1,0,"{""name"":""rect"",""x"":61,""y"":197,""width"":457,""height"":52}",{}
000598.jpg,39420,{},1,0,"{""name"":""rect"",""x"":58,""y"":178,""width"":398,""height"":45}",{}
000599.jpg,132025,{},1,0,"{""name"":""rect"",""x"":70,""y"":173,""width"":352,""height"":38}",{}
000600.jpg,63625,{},1,0,"{""name"":""rect"",""x"":113,""y"":205,""width"":206,""height"":24}",{}
000601.jpg,62472,{},1,0,"{""name"":""rect"",""x"":50,""y"":137,""width"":285,""height"":36}",{}
000602.jpg,74402,{},1,0,"{""name"":""rect"",""x"":204,""y"":342,""width"":645,""height"":99}",{}
000603.jpg,37367,{},1,0,"{""name"":""rect"",""x"":27,""y"":146,""width"":496,""height"":72}",{}
000604.jpg,30732,{},1,0,"{""name"":""rect"",""x"":70,""y"":203,""width"":451,""height"":43}",{}
000605.jpg,50571,{},1,0,"{""name"":""rect"",""x"":55,""y"":218,""width"":531,""height"":53}",{}
000606.jpg,77822,{},1,0,"{""name"":""rect"",""x"":63,""y"":552,""width"":1035,""height"":83}",{}
000607.jpg,73801,{},1,0,"{""name"":""rect"",""x"":63,""y"":157,""width"":345,""height"":38}",{}
000608.jpg,23964,{},1,0,"{""name"":""rect"",""x"":47,""y"":168,""width"":413,""height"":45}",{}
000609.jpg,207825,{},1,0,"{""name"":""rect"",""x"":47,""y"":186,""width"":486,""height"":57}",{}
000610.jpg,23964,{},1,0,"{""name"":""rect"",""x"":53,""y"":127,""width"":294,""height"":36}",{}
000611.jpg,176729,{},1,0,"{""name"":""rect"",""x"":124,""y"":148,""width"":327,""height"":33}",{}
000612.jpg,25751,{},1,0,"{""name"":""rect"",""x"":126,""y"":226,""width"":442,""height"":47}",{}
000613.jpg,56364,{},1,0,"{""name"":""rect"",""x"":55,""y"":151,""width"":404,""height"":48}",{}
000614.jpg,38228,{},1,0,"{""name"":""rect"",""x"":61,""y"":222,""width"":519,""height"":47}",{}
000615.jpg,49018,{},1,0,"{""name"":""rect"",""x"":36,""y"":129,""width"":305,""height"":33}",{}
000616.jpg,19165,{},1,0,"{""name"":""rect"",""x"":30,""y"":125,""width"":245,""height"":30}",{}
000617.jpg,97358,{},1,0,"{""name"":""rect"",""x"":27,""y"":108,""width"":297,""height"":42}",{}
000618.jpg,40174,{},1,0,"{""name"":""rect"",""x"":51,""y"":146,""width"":297,""height"":40}",{}
000619.jpg,20176,{},1,0,"{""name"":""rect"",""x"":27,""y"":101,""width"":279,""height"":37}",{}
000620.jpg,49821,{},1,0,"{""name"":""rect"",""x"":25,""y"":110,""width"":287,""height"":44}",{}
000621.jpg,22600,{},1,0,"{""name"":""rect"",""x"":38,""y"":157,""width"":431,""height"":56}",{}
000622.jpg,34903,{},1,0,"{""name"":""rect"",""x"":44,""y"":157,""width"":423,""height"":54}",{}
000623.jpg,174940,{},1,0,"{""name"":""rect"",""x"":38,""y"":128,""width"":322,""height"":46}",{}
000624.jpg,25562,{},1,0,"{""name"":""rect"",""x"":30,""y"":116,""width"":297,""height"":34}",{}
000625.jpg,175006,{},1,0,"{""name"":""rect"",""x"":40,""y"":176,""width"":493,""height"":55}",{}
000626.jpg,14877,{},1,0,"{""name"":""rect"",""x"":34,""y"":110,""width"":293,""height"":38}",{}
000627.jpg,166780,{},1,0,"{""name"":""rect"",""x"":41,""y"":168,""width"":415,""height"":46}",{}
000628.jpg,60894,{},1,0,"{""name"":""rect"",""x"":70,""y"":175,""width"":514,""height"":75}",{}
000629.jpg,36033,{},1,0,"{""name"":""rect"",""x"":58,""y"":177,""width"":394,""height"":35}",{}
000630.jpg,36082,{},1,0,"{""name"":""rect"",""x"":39,""y"":148,""width"":371,""height"":48}",{}
000631.jpg,46044,{},1,0,"{""name"":""rect"",""x"":17,""y"":96,""width"":259,""height"":32}",{}
000632.jpg,87099,{},1,0,"{""name"":""rect"",""x"":65,""y"":426,""width"":748,""height"":71}",{}
000633.jpg,73801,{},1,0,"{""name"":""rect"",""x"":65,""y"":155,""width"":356,""height"":43}",{}
000634.jpg,224752,{},1,0,"{""name"":""rect"",""x"":78,""y"":171,""width"":380,""height"":39}",{}
000635.jpg,38228,{},1,0,"{""name"":""rect"",""x"":59,""y"":214,""width"":527,""height"":59}",{}
000636.jpg,273270,{},1,0,"{""name"":""rect"",""x"":41,""y"":169,""width"":413,""height"":46}",{}
000637.jpg,110009,{},1,0,"{""name"":""rect"",""x"":116,""y"":367,""width"":765,""height"":76}",{}
000638.jpg,60486,{},1,0,"{""name"":""rect"",""x"":100,""y"":242,""width"":421,""height"":46}",{}
000639.jpg,29075,{},1,0,"{""name"":""rect"",""x"":47,""y"":167,""width"":414,""height"":51}",{}
000640.jpg,48400,{},1,0,"{""name"":""rect"",""x"":50,""y"":186,""width"":428,""height"":44}",{}
000641.jpg,29264,{},1,0,"{""name"":""rect"",""x"":15,""y"":177,""width"":461,""height"":57}",{}
000642.jpg,20791,{},1,0,"{""name"":""rect"",""x"":29,""y"":111,""width"":273,""height"":38}",{}
000643.jpg,91385,{},1,0,"{""name"":""rect"",""x"":54,""y"":217,""width"":529,""height"":54}",{}
000644.jpg,509174,{},1,0,"{""name"":""rect"",""x"":110,""y"":363,""width"":838,""height"":80}",{}
000645.jpg,108035,{},1,0,"{""name"":""rect"",""x"":36,""y"":138,""width"":304,""height"":38}",{}
000646.jpg,25676,{},1,0,"{""name"":""rect"",""x"":59,""y"":158,""width"":390,""height"":39}",{}
000647.jpg,67657,{},1,0,"{""name"":""rect"",""x"":86,""y"":182,""width"":425,""height"":57}",{}
000648.jpg,181498,{},1,0,"{""name"":""rect"",""x"":76,""y"":180,""width"":413,""height"":48}",{}
000649.jpg,105625,{},1,0,"{""name"":""rect"",""x"":24,""y"":212,""width"":597,""height"":54}",{}
000650.jpg,57255,{},1,0,"{""name"":""rect"",""x"":81,""y"":274,""width"":646,""height"":71}",{}
000651.jpg,11717,{},1,0,"{""name"":""rect"",""x"":43,""y"":114,""width"":209,""height"":28}",{}
000652.jpg,105625,{},1,0,"{""name"":""rect"",""x"":28,""y"":209,""width"":589,""height"":63}",{}
000653.jpg,32393,{},1,0,"{""name"":""rect"",""x"":43,""y"":170,""width"":419,""height"":43}",{}
000654.jpg,39954,{},1,0,"{""name"":""rect"",""x"":46,""y"":168,""width"":414,""height"":48}",{}
000655.jpg,105625,{},1,0,"{""name"":""rect"",""x"":23,""y"":204,""width"":596,""height"":64}",{}
000656.jpg,22497,{},1,0,"{""name"":""rect"",""x"":70,""y"":148,""width"":290,""height"":38}",{}
000657.jpg,23031,{},1,0,"{""name"":""rect"",""x"":51,""y"":167,""width"":401,""height"":45}",{}
000658.jpg,28804,{},1,0,"{""name"":""rect"",""x"":44,""y"":143,""width"":319,""height"":38}",{}
000659.jpg,31803,{},1,0,"{""name"":""rect"",""x"":69,""y"":193,""width"":272,""height"":37}",{}
000660.jpg,20659,{},1,0,"{""name"":""rect"",""x"":88,""y"":153,""width"":329,""height"":42}",{}
000661.jpg,27703,{},1,0,"{""name"":""rect"",""x"":34,""y"":156,""width"":414,""height"":46}",{}
000663.jpg,30879,{},1,0,"{""name"":""rect"",""x"":33,""y"":168,""width"":430,""height"":49}",{}
000664.jpg,24944,{},1,0,"{""name"":""rect"",""x"":36,""y"":129,""width"":310,""height"":38}",{}
000666.jpg,235195,{},1,0,"{""name"":""rect"",""x"":46,""y"":169,""width"":432,""height"":60}",{}
000667.jpg,152345,{},1,0,"{""name"":""rect"",""x"":34,""y"":133,""width"":348,""height"":44}",{}
000668.jpg,257820,{},1,0,"{""name"":""rect"",""x"":76,""y"":264,""width"":759,""height"":78}",{}
000669.jpg,17569,{},1,0,"{""name"":""rect"",""x"":35,""y"":95,""width"":234,""height"":33}",{}
000670.jpg,97809,{},1,0,"{""name"":""rect"",""x"":95,""y"":331,""width"":732,""height"":81}",{}
000671.jpg,55052,{},1,0,"{""name"":""rect"",""x"":32,""y"":147,""width"":371,""height"":44}",{}
000672.jpg,147103,{},1,0,"{""name"":""rect"",""x"":108,""y"":185,""width"":385,""height"":47}",{}
000673.jpg,16107,{},1,0,"{""name"":""rect"",""x"":18,""y"":96,""width"":291,""height"":41}",{}
000674.jpg,342622,{},1,0,"{""name"":""rect"",""x"":60,""y"":221,""width"":525,""height"":52}",{}
000675.jpg,32438,{},1,0,"{""name"":""rect"",""x"":53,""y"":185,""width"":477,""height"":50}",{}
000676.jpg,279274,{},1,0,"{""name"":""rect"",""x"":64,""y"":240,""width"":474,""height"":57}",{}
000677.jpg,16720,{},1,0,"{""name"":""rect"",""x"":26,""y"":110,""width"":280,""height"":26}",{}
000679.jpg,13414,{},1,0,"{""name"":""rect"",""x"":87,""y"":133,""width"":260,""height"":31}",{}
000680.jpg,37292,{},1,0,"{""name"":""rect"",""x"":41,""y"":170,""width"":418,""height"":37}",{}
000682.jpg,219090,{},1,0,"{""name"":""rect"",""x"":97,""y"":205,""width"":463,""height"":61}",{}
000683.jpg,14904,{},1,0,"{""name"":""rect"",""x"":34,""y"":105,""width"":267,""height"":37}",{}
000684.jpg,12458,{},1,0,"{""name"":""rect"",""x"":69,""y"":142,""width"":329,""height"":43}",{}
000685.jpg,136288,{},1,0,"{""name"":""rect"",""x"":81,""y"":176,""width"":372,""height"":41}",{}
000686.jpg,17488,{},1,0,"{""name"":""rect"",""x"":42,""y"":99,""width"":235,""height"":30}",{}
000688.jpg,13524,{},1,0,"{""name"":""rect"",""x"":44,""y"":94,""width"":242,""height"":30}",{}
000690.jpg,132299,{},1,0,"{""name"":""rect"",""x"":63,""y"":282,""width"":687,""height"":60}",{}
000692.jpg,67691,{},1,0,"{""name"":""rect"",""x"":52,""y"":172,""width"":404,""height"":44}",{}
000693.jpg,14294,{},1,0,"{""name"":""rect"",""x"":33,""y"":100,""width"":268,""height"":32}",{}
000695.jpg,15077,{},1,0,"{""name"":""rect"",""x"":24,""y"":107,""width"":308,""height"":41}",{}
000696.jpg,51340,{},1,0,"{""name"":""rect"",""x"":46,""y"":164,""width"":416,""height"":54}",{}
000697.jpg,184147,{},1,0,"{""name"":""rect"",""x"":59,""y"":136,""width"":294,""height"":43}",{}
000700.jpg,196504,{},1,0,"{""name"":""rect"",""x"":196,""y"":230,""width"":459,""height"":72}",{}
000701.jpg,14231,{},1,0,"{""name"":""rect"",""x"":46,""y"":122,""width"":218,""height"":28}",{}
000702.jpg,11327,{},1,0,"{""name"":""rect"",""x"":46,""y"":114,""width"":182,""height"":28}",{}
000703.jpg,130194,{},1,0,"{""name"":""rect"",""x"":38,""y"":140,""width"":356,""height"":43}",{}
000704.jpg,12072,{},1,0,"{""name"":""rect"",""x"":34,""y"":87,""width"":206,""height"":28}",{}
000706.jpg,56671,{},1,0,"{""name"":""rect"",""x"":66,""y"":150,""width"":397,""height"":48}",{}
000708.jpg,88472,{},1,0,"{""name"":""rect"",""x"":103,""y"":361,""width"":857,""height"":86}",{}
000709.jpg,12499,{},1,0,"{""name"":""rect"",""x"":53,""y"":111,""width"":254,""height"":39}",{}
000710.jpg,17116,{},1,0,"{""name"":""rect"",""x"":29,""y"":106,""width"":245,""height"":30}",{}
000712.jpg,254653,{},1,0,"{""name"":""rect"",""x"":69,""y"":202,""width"":331,""height"":40}",{}
000713.jpg,76778,{},1,0,"{""name"":""rect"",""x"":34,""y"":113,""width"":295,""height"":41}",{}
000714.jpg,35176,{},1,0,"{""name"":""rect"",""x"":25,""y"":95,""width"":273,""height"":42}",{}
000715.jpg,904633,{},1,0,"{""name"":""rect"",""x"":115,""y"":363,""width"":734,""height"":79}",{}
000716.jpg,27516,{},1,0,"{""name"":""rect"",""x"":53,""y"":121,""width"":296,""height"":40}",{}
000718.jpg,16133,{},1,0,"{""name"":""rect"",""x"":38,""y"":104,""width"":247,""height"":34}",{}
000719.jpg,58740,{},1,0,"{""name"":""rect"",""x"":45,""y"":162,""width"":373,""height"":45}",{}
000720.jpg,29863,{},1,0,"{""name"":""rect"",""x"":23,""y"":98,""width"":260,""height"":32}",{}
000721.jpg,51556,{},1,0,"{""name"":""rect"",""x"":54,""y"":208,""width"":533,""height"":56}",{}
000722.jpg,111122,{},1,0,"{""name"":""rect"",""x"":132,""y"":380,""width"":821,""height"":78}",{}
000724.jpg,15820,{},1,0,"{""name"":""rect"",""x"":59,""y"":172,""width"":391,""height"":44}",{}
000725.jpg,18698,{},1,0,"{""name"":""rect"",""x"":71,""y"":219,""width"":498,""height"":49}",{}
000726.jpg,154206,{},1,0,"{""name"":""rect"",""x"":90,""y"":302,""width"":823,""height"":92}",{}
000728.jpg,605417,{},1,0,"{""name"":""rect"",""x"":41,""y"":275,""width"":841,""height"":73}",{}
000729.jpg,13712,{},1,0,"{""name"":""rect"",""x"":56,""y"":97,""width"":212,""height"":27}",{}
000731.jpg,28235,{},1,0,"{""name"":""rect"",""x"":55,""y"":186,""width"":433,""height"":51}",{}
000732.jpg,56229,{},1,0,"{""name"":""rect"",""x"":100,""y"":229,""width"":477,""height"":52}",{}
000734.jpg,30175,{},1,0,"{""name"":""rect"",""x"":46,""y"":146,""width"":316,""height"":34}",{}
000735.jpg,12939,{},1,0,"{""name"":""rect"",""x"":22,""y"":84,""width"":238,""height"":33}",{}
000736.jpg,69755,{},1,0,"{""name"":""rect"",""x"":36,""y"":164,""width"":387,""height"":50}",{}
000737.jpg,175006,{},1,0,"{""name"":""rect"",""x"":44,""y"":168,""width"":493,""height"":63}",{}
000738.jpg,25076,{},1,0,"{""name"":""rect"",""x"":39,""y"":109,""width"":300,""height"":53}",{}
000739.jpg,45624,{},1,0,"{""name"":""rect"",""x"":149,""y"":195,""width"":330,""height"":42}",{}
000740.jpg,64064,{},1,0,"{""name"":""rect"",""x"":23,""y"":97,""width"":250,""height"":34}",{}
000741.jpg,305000,{},1,0,"{""name"":""rect"",""x"":102,""y"":356,""width"":833,""height"":91}",{}
000742.jpg,110000,{},1,0,"{""name"":""rect"",""x"":68,""y"":285,""width"":700,""height"":73}",{}
000743.jpg,190000,{},1,0,"{""name"":""rect"",""x"":81,""y"":288,""width"":695,""height"":73}",{}
000744.jpg,60000,{},1,0,"{""name"":""rect"",""x"":20,""y"":96,""width"":255,""height"":31}",{}
000745.jpg,373014,{},1,0,"{""name"":""rect"",""x"":27,""y"":141,""width"":392,""height"":51}",{}
000746.jpg,373014,{},1,0,"{""name"":""rect"",""x"":27,""y"":151,""width"":396,""height"":41}",{}
000747.jpg,373014,{},1,0,"{""name"":""rect"",""x"":34,""y"":145,""width"":394,""height"":49}",{}
000748.jpg,373014,{},1,0,"{""name"":""rect"",""x"":47,""y"":154,""width"":368,""height"":46}",{}
000749.jpg,373222,{},1,0,"{""name"":""rect"",""x"":35,""y"":143,""width"":383,""height"":58}",{}
000750.jpg,373014,{},1,0,"{""name"":""rect"",""x"":43,""y"":147,""width"":375,""height"":52}",{}
000751.jpg,373014,{},1,0,"{""name"":""rect"",""x"":34,""y"":142,""width"":387,""height"":60}",{}
000752.jpg,373014,{},1,0,"{""name"":""rect"",""x"":44,""y"":145,""width"":366,""height"":42}",{}
000753.jpg,373014,{},1,0,"{""name"":""rect"",""x"":43,""y"":142,""width"":365,""height"":49}",{}
000754.jpg,373014,{},1,0,"{""name"":""rect"",""x"":44,""y"":147,""width"":370,""height"":37}",{}
000755.jpg,373222,{},1,0,"{""name"":""rect"",""x"":38,""y"":140,""width"":371,""height"":45}",{}
000756.jpg,373222,{},1,0,"{""name"":""rect"",""x"":39,""y"":146,""width"":370,""height"":47}",{}
000757.jpg,373222,{},1,0,"{""name"":""rect"",""x"":37,""y"":149,""width"":373,""height"":42}",{}
000758.jpg,373222,{},1,0,"{""name"":""rect"",""x"":41,""y"":148,""width"":369,""height"":45}",{}
000759.jpg,373222,{},1,0,"{""name"":""rect"",""x"":38,""y"":149,""width"":367,""height"":46}",{}
000760.jpg,373222,{},1,0,"{""name"":""rect"",""x"":34,""y"":147,""width"":371,""height"":44}",{}
000761.jpg,373222,{},1,0,"{""name"":""rect"",""x"":36,""y"":144,""width"":371,""height"":55}",{}
000762.jpg,373014,{},1,0,"{""name"":""rect"",""x"":27,""y"":148,""width"":391,""height"":48}",{}
000763.jpg,373014,{},1,0,"{""name"":""rect"",""x"":26,""y"":145,""width"":392,""height"":47}",{}
